0,1.0697174,female,caucasian,0.7574261,-0.02813371,-0.5048374,-0.14963585,f,arrest_case_no_charge,-0.6708142
1,0.4730902,male,african_american,-0.21060014,-0.30784458,-0.29974723,-0.14963585,m,battery,-0.6708142
1,-0.9758617,female,african_american,-0.21060014,-0.30780312,-0.7099276,-0.14963585,f,aggrav_battery_w_deadly_weapon,0.81869256
0,0.2173928,male,caucasian,-0.1299313,-0.31067216,-0.5048374,-0.14963585,f,possession_of_cocaine,-0.6708142
0,-0.46446693,male,african_american,0.019882277,-0.29759026,-0.7099276,-0.14963585,f,carrying_concealed_firearm,-0.6708142
0,-0.72016436,male,african_american,-0.020452147,0.37984994,-0.094657026,-0.14963585,f,pos_cannabis_w_intent_sel_del,2.3081994
0,-0.038304605,male,african_american,0.0602167,-0.3042381,2.5715156,-0.14963585,f,possession_of_cannabis,-0.6708142
0,-0.63493186,male,african_american,-0.21060014,-0.2851101,0.52061355,-0.14963585,f,fabricating_physical_evidence,0.81869256
0,-0.37923446,male,african_american,-0.18178985,-0.29972208,1.5460645,-0.14963585,m,battery,-0.6708142
1,-0.37923446,female,caucasian,-0.21060014,-0.30404863,-0.7099276,-0.14963585,m,driving_under_the_influence,-0.6708142
0,-0.72016436,male,african_american,-0.21060014,-0.3136029,0.11043316,-0.14963585,f,possession_of_methamphetamine,0.81869256
0,1.6663448,male,african_american,-0.13569336,-0.035105582,0.52061355,-0.14963585,f,possession_of_cocaine,-0.6708142
1,1.6663448,female,african_american,-0.10688306,0.06755377,0.7257037,-0.14963585,f,fraudulent_use_of_credit_card,-0.6708142
0,-0.63493186,male,african_american,-0.16450366,-0.13312449,-0.29974723,-0.14963585,m,battery,-0.6708142
1,-0.46446693,male,african_american,0.10055112,-0.3035836,0.31552336,-0.14963585,f,possession_of_cocaine,-0.6708142
0,-0.12353707,male,african_american,-0.21636221,-0.30690923,-0.5048374,-0.14963585,f,agg_battery_grt_bod_harm,-0.6708142
0,-0.9758617,male,african_american,0.7113296,2.6727338,0.11043316,-0.14963585,f,unauth_poss_i_d_card_or_d_l,0.81869256
0,-0.8053968,male,african_american,0.46356094,1.4036583,2.1613352,-0.14963585,f,grand_theft_motor_vehicle_,0.81869256
0,-0.63493186,male,caucasian,-0.21636221,-0.31915605,-0.7099276,-0.14963585,m,possession_of_methamphetamine,-0.6708142
0,-0.5496994,female,african_american,-0.1875519,-0.22709359,-0.094657026,-0.14963585,f,arrest_case_no_charge,-0.6708142
0,-0.9758617,male,african_american,-0.1875519,-0.28536585,-0.7099276,-0.14963585,f,burglary_conveyance_unoccup,0.81869256
1,1.4958798,male,african_american,-0.21060014,-0.30209136,-0.7099276,-0.14963585,f,felony_battery_dom_strang_,-0.6708142
0,-0.63493186,male,caucasian,-0.21060014,-0.3073704,0.7257037,-0.14963585,f,possession_of_hydrocodone,0.81869256
1,0.2173928,male,african_american,-0.21060014,-0.30986214,-0.7099276,-0.14963585,m,tresspass_struct_conveyance,-0.6708142
0,-0.8053968,male,african_american,-0.19331396,-0.31160462,-0.5048374,-0.14963585,f,possession_of_hydrocodone,0.81869256
0,-0.72016436,male,caucasian,-0.21060014,-0.30303589,-0.5048374,-0.14963585,f,arrest_case_no_charge,-0.6708142
1,2.6891344,male,caucasian,-0.21060014,-0.30575615,-0.5048374,-0.14963585,f,arrest_case_no_charge,-0.6708142
0,0.7287876,female,caucasian,-0.17602777,-0.29856372,-0.7099276,-0.14963585,f,grand_theft_in_the_3rd_degree,-0.6708142
0,-0.12353707,male,african_american,0.008358155,-0.2976715,0.31552336,-0.14963585,m,battery,-0.6708142
0,-1.0610942,male,african_american,-0.21060014,-0.29121095,-0.5048374,-0.14963585,f,battery_on_law_enforc_officer,-0.6708142
1,-0.46446693,female,african_american,-0.21060014,-0.3084422,-0.5048374,-0.14963585,m,battery,-0.6708142
1,0.89925253,male,caucasian,-0.19907603,-0.26355055,-0.7099276,-0.14963585,m,battery,-0.6708142
1,1.7515771,male,caucasian,-0.20483808,-0.28017214,-0.7099276,-0.14963585,f,arrest_case_no_charge,-0.6708142
1,-0.5496994,female,african_american,-0.21636221,-0.3200825,0.11043316,-0.14963585,f,poss3_4_methylenedioxymethcath,-0.6708142
0,-1.0610942,male,african_american,-0.21060014,-0.2966238,-0.29974723,-0.14963585,f,possession_of_cocaine,0.81869256
0,-0.63493186,male,caucasian,0.76895016,0.25349322,-0.7099276,-0.14963585,f,uttering_forged_bills,0.81869256
0,0.38785774,female,caucasian,-0.031976268,0.3382333,0.930794,-0.14963585,f,poss_pyrrolidinovalerophenone,0.81869256
0,-1.1463267,female,african_american,-0.21636221,-0.30066514,-0.7099276,-0.14963585,f,robbery_sudd_snatch_no_weapon,0.81869256
0,-0.038304605,male,african_american,-0.04926245,0.28172496,-0.7099276,-0.14963585,m,battery,2.3081994
0,1.4106473,male,african_american,0.65947104,2.8327816,1.7511548,-0.14963585,f,possession_of_cocaine,2.3081994
1,-0.12353707,male,caucasian,-0.19907603,-0.25802344,-0.5048374,-0.14963585,f,arrest_case_no_charge,-0.6708142
0,0.13216034,male,african_american,-0.20483808,-0.28493264,0.7257037,-0.14963585,f,possession_of_cocaine,-0.6708142
1,1.7515771,male,african_american,-0.21060014,-0.30995688,-0.5048374,-0.14963585,f,possession_of_cocaine,-0.6708142
0,0.38785774,male,african_american,-0.21060014,-0.30788413,-0.7099276,-0.14963585,f,poss_unlaw_issue_id,-0.6708142
