2,A11,3.2421925,A33,A49,1.2628673,A61,A75,0.024134796,A101,1.046463,A124,2.4134388,A143,A152,1.0265653,A173,-0.42807525,A192,A201,male
2,A13,0.008043918,A34,A46,-0.33735275,A61,A72,-0.8697482,A101,-1.6716228,A123,-0.22381507,A143,A151,-0.70457333,A173,-0.42807525,A191,A201,male
1,A14,-1.2358594,A32,A41,-0.72102296,A63,A73,-0.8697482,A101,1.046463,A122,1.2706288,A143,A151,-0.70457333,A173,-0.42807525,A191,A201,male
2,A14,0.008043918,A30,A40,0.6134975,A65,A73,-1.7636311,A101,1.046463,A122,-0.57544893,A141,A152,1.0265653,A173,-0.42807525,A192,A201,female
1,A14,-0.73829806,A32,A43,-0.8450161,A65,A73,0.91801775,A101,-0.7655942,A123,-1.2787166,A143,A152,-0.70457333,A173,-0.42807525,A191,A201,female
2,A11,0.25682458,A32,A40,-0.64804417,A61,A74,0.91801775,A101,1.046463,A123,-1.1028997,A143,A151,1.0265653,A173,-0.42807525,A191,A201,female
1,A14,-1.2358594,A32,A42,-0.103891395,A63,A73,-1.7636311,A101,-0.7655942,A123,-0.31172353,A143,A152,-0.70457333,A173,-0.42807525,A192,A201,male
2,A11,0.25682458,A32,A42,-0.3231821,A62,A71,-1.7636311,A101,-1.6716228,A122,-0.22381507,A143,A152,-0.70457333,A173,-0.42807525,A191,A201,male
2,A11,0.25682458,A32,A42,-0.0975146,A65,A73,-0.8697482,A101,1.046463,A123,-1.3666251,A143,A152,-0.70457333,A173,-0.42807525,A191,A201,male
1,A14,-0.24073675,A34,A42,0.18023004,A61,A72,0.024134796,A101,-0.7655942,A123,-0.047998145,A143,A152,1.0265653,A174,-0.42807525,A192,A201,male
1,A14,0.5056052,A32,A45,0.67974526,A65,A75,0.91801775,A101,1.046463,A122,1.0948119,A143,A152,4.4888425,A173,2.3337011,A192,A201,male
1,A12,1.2519473,A32,A43,0.5398101,A61,A72,0.91801775,A101,-1.6716228,A124,-0.48754045,A143,A152,-0.70457333,A174,-0.42807525,A192,A201,female
2,A11,-0.73829806,A31,A40,-0.9119724,A61,A72,0.91801775,A101,-0.7655942,A123,0.9189949,A141,A152,1.0265653,A173,-0.42807525,A192,A201,male
2,A14,-0.24073675,A30,A49,0.3166225,A61,A73,-0.8697482,A101,-0.7655942,A123,0.039910316,A142,A152,1.0265653,A173,2.3337011,A191,A201,male
1,A11,-0.5724443,A32,A40,0.24860339,A61,A71,-1.7636311,A101,1.046463,A124,-1.1908082,A143,A153,-0.70457333,A173,-0.42807525,A191,A201,male
2,A14,-0.24073675,A34,A46,-0.49854383,A62,A73,0.91801775,A101,-0.7655942,A121,-0.48754045,A143,A152,1.0265653,A173,-0.42807525,A191,A201,female
1,A13,-1.2358594,A34,A46,-0.78797925,A61,A73,-0.8697482,A101,1.046463,A122,1.2706288,A143,A152,-0.70457333,A172,-0.42807525,A191,A201,female
2,A14,-0.24073675,A32,A43,-1.0054986,A61,A71,0.024134796,A102,1.046463,A121,-1.1908082,A143,A151,-0.70457333,A173,-0.42807525,A191,A201,female
1,A12,1.2519473,A32,A46,0.15578566,A65,A73,-0.8697482,A101,-0.7655942,A123,-0.7512658,A143,A152,-0.70457333,A173,-0.42807525,A191,A201,male
1,A12,-0.9870787,A32,A43,-0.73165095,A61,A75,0.91801775,A101,1.046463,A121,-0.9270828,A143,A152,-0.70457333,A173,-0.42807525,A191,A201,female
1,A14,-1.2358594,A32,A42,-0.61226326,A64,A73,0.91801775,A101,-0.7655942,A121,-0.22381507,A143,A152,-0.70457333,A173,-0.42807525,A191,A201,male
1,A14,-1.4017131,A34,A40,0.038523585,A61,A74,-1.7636311,A101,-1.6716228,A121,0.12781878,A143,A152,-0.70457333,A173,2.3337011,A191,A201,female
1,A13,0.25682458,A32,A43,-0.7132291,A63,A73,0.024134796,A101,0.1404344,A123,1.885988,A143,A152,-0.70457333,A172,-0.42807525,A191,A201,female
1,A14,-0.73829806,A32,A43,-0.42450222,A62,A73,0.91801775,A102,-0.7655942,A121,-0.6633574,A143,A152,-0.70457333,A173,-0.42807525,A191,A201,female
1,A11,0.008043918,A32,A43,-0.23567839,A61,A72,0.91801775,A101,1.046463,A122,-0.6633574,A143,A151,-0.70457333,A174,-0.42807525,A192,A201,female
1,A14,-0.73829806,A34,A46,-0.4163541,A61,A74,-0.8697482,A101,0.1404344,A121,1.1827203,A143,A152,-0.70457333,A172,2.3337011,A191,A201,male
1,A14,-0.73829806,A34,A40,-0.71429193,A61,A75,0.91801775,A101,1.046463,A121,2.2376218,A143,A152,1.0265653,A172,-0.42807525,A191,A201,male
1,A14,-0.9870787,A32,A44,-0.72102296,A61,A72,-1.7636311,A101,1.046463,A121,-1.1028997,A143,A151,-0.70457333,A173,-0.42807525,A192,A201,female
1,A14,0.25682458,A32,A43,-0.7061438,A61,A75,0.91801775,A101,-1.6716228,A121,0.039910316,A143,A152,-0.70457333,A174,-0.42807525,A192,A201,male
1,A11,-1.2358594,A32,A40,-0.6721342,A65,A71,0.91801775,A101,0.1404344,A122,3.4683404,A143,A152,-0.70457333,A174,-0.42807525,A192,A201,female
1,A13,-0.90415186,A32,A40,0.24010101,A61,A72,-1.7636311,A103,-1.6716228,A122,0.12781878,A143,A152,-0.70457333,A172,2.3337011,A191,A201,male
1,A14,-0.73829806,A32,A40,-0.31219986,A65,A75,0.91801775,A101,0.1404344,A123,1.2706288,A143,A152,-0.70457333,A173,-0.42807525,A192,A201,male
1,A12,0.25682458,A32,A40,-0.7334223,A61,A72,0.91801775,A101,-1.6716228,A122,-0.83917433,A143,A152,-0.70457333,A173,-0.42807525,A191,A201,male
1,A14,-0.48951742,A34,A42,-0.17120196,A61,A74,-0.8697482,A102,0.1404344,A123,-1.0149913,A141,A152,1.0265653,A173,-0.42807525,A191,A201,female
1,A14,-0.73829806,A34,A49,-0.7111035,A65,A75,0.91801775,A101,1.046463,A124,1.885988,A143,A151,-0.70457333,A172,-0.42807525,A191,A201,male
1,A11,0.25682458,A32,A42,0.2652539,A61,A73,-0.8697482,A101,-0.7655942,A123,-0.7512658,A142,A152,-0.70457333,A173,-0.42807525,A191,A201,male
1,A14,-0.9870787,A32,A40,-0.27075073,A63,A75,-0.8697482,A101,1.046463,A124,1.3585372,A143,A153,-0.70457333,A172,-0.42807525,A191,A201,male
2,A14,0.25682458,A32,A43,-0.30972,A63,A75,0.024134796,A101,-0.7655942,A123,-0.047998145,A141,A152,1.0265653,A173,-0.42807525,A192,A201,male
2,A12,0.5056052,A32,A49,0.22805595,A61,A73,0.91801775,A101,-0.7655942,A123,0.039910316,A143,A152,-0.70457333,A173,2.3337011,A192,A201,male
2,A14,2.2470698,A34,A41,2.9470484,A62,A73,-0.8697482,A101,1.046463,A123,-1.0149913,A141,A151,1.0265653,A172,-0.42807525,A191,A201,female
1,A11,1.7495086,A32,A42,1.6334298,A61,A74,-0.8697482,A103,1.046463,A122,0.83108646,A143,A153,-0.70457333,A173,2.3337011,A191,A201,male
1,A14,-0.73829806,A34,A40,-0.62926805,A61,A75,0.91801775,A101,-1.6716228,A121,0.21572724,A143,A152,1.0265653,A172,2.3337011,A191,A201,male
1,A14,0.25682458,A32,A40,-0.3600258,A65,A72,0.91801775,A101,-1.6716228,A122,1.6222626,A143,A152,-0.70457333,A173,-0.42807525,A191,A201,male
1,A12,-0.9870787,A32,A40,-0.61013764,A65,A72,0.91801775,A101,-0.7655942,A121,-0.047998145,A143,A152,-0.70457333,A171,-0.42807525,A191,A201,male
1,A14,0.7543859,A32,A41,0.5454784,A65,A74,-0.8697482,A101,1.046463,A122,-1.0149913,A142,A151,-0.70457333,A172,-0.42807525,A191,A201,female
1,A12,-0.5724443,A32,A49,-0.6593807,A63,A75,-1.7636311,A101,-0.7655942,A121,-0.047998145,A143,A152,-0.70457333,A173,-0.42807525,A192,A201,male
1,A14,-1.3187863,A32,A49,0.06261368,A61,A74,-1.7636311,A101,1.046463,A121,3.380432,A143,A152,-0.70457333,A172,-0.42807525,A191,A201,male
1,A12,-0.821225,A33,A43,0.53130776,A61,A74,-0.8697482,A101,1.046463,A122,1.3585372,A143,A152,-0.70457333,A173,-0.42807525,A191,A201,male
1,A11,-0.90415186,A32,A43,-0.33876982,A61,A75,0.024134796,A101,1.046463,A121,1.4464457,A143,A152,-0.70457333,A172,-0.42807525,A191,A201,male
1,A11,2.2470698,A32,A41,0.53733027,A61,A74,0.91801775,A101,0.1404344,A122,-0.83917433,A143,A152,-0.70457333,A173,2.3337011,A191,A201,male
1,A14,-0.24073675,A32,A49,-0.6034066,A62,A73,0.024134796,A101,1.046463,A122,-1.0149913,A143,A151,-0.70457333,A172,-0.42807525,A191,A201,female
1,A14,-0.48951742,A31,A43,-0.6030523,A62,A75,0.91801775,A101,1.046463,A123,-0.1359066,A141,A152,-0.70457333,A172,2.3337011,A191,A201,male
2,A11,1.5836548,A34,A46,0.9659923,A61,A73,0.91801775,A101,0.1404344,A124,-0.7512658,A141,A152,-0.70457333,A173,-0.42807525,A192,A201,male
1,A14,-0.24073675,A34,A43,-0.7447588,A65,A73,0.91801775,A101,0.1404344,A122,-0.57544893,A143,A152,1.0265653,A173,-0.42807525,A192,A201,male
